"","MGM_BLD_PK","ENTIR_ADDR","USE_PURPS_CD","USE_YM","USE_QTY","USE_QTY_ORIGIN","UNIT_CD","ENGY_SPLY_KIK_CD","ENGY_ESNCNO"
"776","41171-28351","경기도 안양시 만안구 안양동 371번지",7,202008,229.51,233,1,1100100000,214657860
"777","41171-28351","경기도 안양시 만안구 안양동 371번지",7,202008,190.108,213.4763,8,1201000000,6100315520
"778","41171-28352","경기도 안양시 만안구 안양동 371번지",7,202008,219.127,229,1,1100100000,214657780
"779","41171-28352","경기도 안양시 만안구 안양동 371번지",7,202008,655.743,725.8195,8,1201000000,6100315285
"780","41171-28353","경기도 안양시 만안구 안양동 371번지",7,202008,221.102,224,1,1100100000,214657655
"781","41171-28353","경기도 안양시 만안구 안양동 371번지",7,202008,1031.811,1195.467,8,1201000000,6100315023
"782","41171-28354","경기도 안양시 만안구 안양동 371번지",7,202008,258.873,267,1,1100100000,214657753
"783","41171-28354","경기도 안양시 만안구 안양동 371번지",7,202008,322.382,298.8668,8,1201000000,6100315230
"784","41171-28355","경기도 안양시 만안구 안양동 371번지",7,202008,521.384,551,1,1100100000,214657717
"785","41171-28355","경기도 안양시 만안구 안양동 371번지",7,202008,318.234,341.5621,8,1201000000,6100315114
"786","41171-28356","경기도 안양시 만안구 안양동 371번지",7,202008,361.861,370,1,1100100000,214657842
"787","41171-28356","경기도 안양시 만안구 안양동 371번지",7,202008,783.855,853.9052,8,1201000000,6100315460
"788","41171-28357","경기도 안양시 만안구 안양동 371번지",7,202008,173.089,176,1,1100100000,214657913
"789","41171-28357","경기도 안양시 만안구 안양동 371번지",7,202008,384.347,384.2574,8,1201000000,6100315719
"790","41171-28358","경기도 안양시 만안구 안양동 371번지",7,202008,399.359,422,1,1100100000,214657879
"791","41171-28358","경기도 안양시 만안구 안양동 371번지",7,202008,403.639,426.9526,8,1201000000,6100315574
"792","41171-28359","경기도 안양시 만안구 안양동 371번지",7,202008,230.037,243,1,1100100000,214657833
"793","41171-28359","경기도 안양시 만안구 안양동 371번지",7,202008,512.473,512.3431,8,1201000000,6100315425
"794","41171-28360","경기도 안양시 만안구 안양동 371번지",7,202008,158.738,163,1,1100100000,242434718
"795","41171-28360","경기도 안양시 만안구 안양동 371번지",7,202008,0,0,8,1201000000,6100315323
"796","41171-28361","경기도 안양시 만안구 안양동 371번지",7,202008,449.098,488,1,1100100000,214657744
"797","41171-28361","경기도 안양시 만안구 안양동 371번지",7,202008,911.981,981.991,8,1201000000,6100315203
"798","41171-28362","경기도 안양시 만안구 안양동 371번지",7,202008,440.26,472,1,1100100000,214657824
"799","41171-28362","경기도 안양시 만안구 안양동 371번지",7,202008,702.595,725.8195,8,1201000000,6100315401
"800","41171-28363","경기도 안양시 만안구 안양동 371번지",7,202008,176.801,183,1,1100100000,214657762
"801","41171-28363","경기도 안양시 만안구 안양동 371번지",7,202008,108.848,85.3905,8,1201000000,6100315259
"802","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202008,338.285,353,1,1100100000,214657735
"803","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202008,484.899,555.0384,8,1201000000,6100315179
"804","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202008,125.471,122,1,1100100000,214657726
"805","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202008,147.404,170.781,8,1201000000,6100315145
"806","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202008,223.977,235,1,1100100000,245026010
"807","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202008,42.704,42.6953,8,1201000000,6100315603
"808","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202008,348.029,361,1,1100100000,214657806
"809","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202008,1478.154,1665.115,8,1201000000,6100315348
"810","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202008,188.437,184,1,1100100000,214657851
"811","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202008,512.473,512.3431,8,1201000000,6100315491
"812","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202008,367.055,393,1,1100100000,214657897
"813","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202008,683.303,683.1242,8,1201000000,6100315633
"814","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202008,287.64,295,1,1100100000,214657673
"815","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202008,322.312,298.727,8,1201000000,6100315057
"816","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202008,384.123,400,1,1100100000,214657815
"817","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202008,1234.346,1280.858,8,1201000000,6100315380
"818","41171-607","경기도 안양시 만안구 안양동 371번지",1,202008,18.011,18,1,1100100000,200723789
"819","41171-607","경기도 안양시 만안구 안양동 371번지",8,202008,41.979,41,1,1100100000,214657708
"820","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202008,84.019,91,1,1100100000,214657414
"821","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202008,66.658,68,1,1100100000,214657423
"822","41171-9997","경기도 안양시 만안구 안양동 371번지",2,202008,98.137,96,1,1100100000,214657478
"823","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202008,166.673,175,1,1100100000,214657646
"824","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202008,73.031,74,1,1100100000,214657691
"825","41171-28324","경기도 안양시 만안구 안양동 371번지",7,202009,179.5,186,1,1100100000,214657370
"826","41171-28324","경기도 안양시 만안구 안양동 371번지",7,202009,301.308,213.5812,8,1201000000,6100314364
"827","41171-28325","경기도 안양시 만안구 안양동 371번지",7,202009,154.39,159,1,1100100000,214657487
"828","41171-28325","경기도 안양시 만안구 안양동 371번지",7,202009,359.184,341.7299,8,1201000000,6100314612
"829","41171-28326","경기도 안양시 만안구 안양동 371번지",7,202009,178.575,183,1,1100100000,214657566
"830","41171-28326","경기도 안양시 만안구 안양동 371번지",7,202009,2262.988,1281.487,8,1201000000,6100314830
"831","41171-28327","경기도 안양시 만안구 안양동 371번지",7,202009,219.69,235,1,1100100000,214657389
"832","41171-28327","경기도 안양시 만안구 안양동 371번지",7,202009,637.71,555.3111,8,1201000000,6100314404
"833","41171-28328","경기도 안양시 만안구 안양동 371번지",7,202009,154.21,166,1,1100100000,214657539
"834","41171-28328","경기도 안양시 만안구 안양동 371번지",7,202009,271.604,299.0137,8,1201000000,6100314747
"835","41171-28329","경기도 안양시 만안구 안양동 371번지",7,202009,252.885,271,1,1100100000,214657548
"836","41171-28329","경기도 안양시 만안구 안양동 371번지",7,202009,530.838,469.8787,8,1201000000,6100314764
"837","41171-28330","경기도 안양시 만안구 안양동 371번지",7,202009,100.34,105,1,1100100000,214657469
"838","41171-28330","경기도 안양시 만안구 안양동 371번지",7,202009,61.352,85.4325,8,1201000000,6100314576
"839","41171-28331","경기도 안양시 만안구 안양동 371번지",7,202009,302.115,318,1,1100100000,214657637
"840","41171-28331","경기도 안양시 만안구 안양동 371번지",7,202009,841.026,854.3248,8,1201000000,6100315014
"841","41171-28332","경기도 안양시 만안구 안양동 371번지",7,202009,163.035,172,1,1100100000,214657619
"842","41171-28332","경기도 안양시 만안구 안양동 371번지",7,202009,187.5,213.5812,8,1201000000,6100314984
"843","41171-28333","경기도 안양시 만안구 안양동 371번지",7,202009,208.76,220,1,1100100000,214657520
"844","41171-28333","경기도 안양시 만안구 안양동 371번지",7,202009,1796.962,854.3248,8,1201000000,6100314716
"845","41171-28334","경기도 안양시 만안구 안양동 371번지",7,202009,177.06,190,1,1100100000,214657593
"846","41171-28334","경기도 안양시 만안구 안양동 371번지",7,202009,1240.724,1537.785,8,1201000000,6100314915
"847","41171-28335","경기도 안양시 만안구 안양동 371번지",7,202009,191.8,200,1,1100100000,214657511
"848","41171-28335","경기도 안양시 만안구 안양동 371번지",7,202009,359.184,341.7299,8,1201000000,6100314689
"849","41171-28336","경기도 안양시 만안구 안양동 371번지",7,202009,100.76,114,1,1100100000,214657405
"850","41171-28336","경기도 안양시 만안구 안양동 371번지",7,202009,554.034,1025.19,8,1201000000,6100314482
"851","41171-28337","경기도 안양시 만안구 안양동 371번지",7,202009,194.96,206,1,1100100000,214657584
"852","41171-28337","경기도 안양시 만안구 안양동 371번지",7,202009,385.412,299.0137,8,1201000000,6100314888
"853","41171-28338","경기도 안양시 만안구 안양동 371번지",7,202009,215.415,226,1,1100100000,214657502
"854","41171-28338","경기도 안양시 만안구 안양동 371번지",7,202009,466.026,427.1624,8,1201000000,6100314663
"855","41171-28339","경기도 안양시 만안구 안양동 371번지",7,202009,180,186,1,1100100000,214657398
"856","41171-28339","경기도 안양시 만안구 안양동 371번지",7,202009,239.956,128.1487,8,1201000000,6100314448
"857","41171-28340","경기도 안양시 만안구 안양동 371번지",7,202009,229.865,247,1,1100100000,214657575
"858","41171-28340","경기도 안양시 만안구 안양동 371번지",7,202009,485.318,469.8787,8,1201000000,6100314865
"859","41171-28341","경기도 안양시 만안구 안양동 371번지",7,202009,225.46,237,1,1100100000,214657496
"860","41171-28341","경기도 안양시 만안구 안양동 371번지",7,202009,996.878,897.0411,8,1201000000,6100314645
"861","41171-28342","경기도 안양시 만안구 안양동 371번지",7,202009,336.29,361,1,1100100000,214657557
"862","41171-28342","경기도 안양시 만안구 안양동 371번지",7,202009,2705.174,2562.975,8,1201000000,6100314802
"863","41171-28343","경기도 안양시 만안구 안양동 371번지",7,202009,150.415,164,1,1100100000,214657628
"864","41171-28343","경기도 안양시 만안구 안양동 371번지",7,202009,236.496,170.865,8,1201000000,6100315004
"865","41171-28344","경기도 안양시 만안구 안양동 371번지",7,202009,150.125,157,1,1100100000,214657450
"866","41171-28344","경기도 안양시 만안구 안양동 371번지",7,202009,126.164,128.1487,8,1201000000,6100314551
"867","41171-28345","경기도 안양시 만안구 안양동 371번지",7,202009,261.41,276,1,1100100000,214657441
"868","41171-28345","경기도 안양시 만안구 안양동 371번지",7,202009,841.026,854.3248,8,1201000000,6100314529
"869","41171-28346","경기도 안양시 만안구 안양동 371번지",7,202009,311.79,312,1,1100100000,214657600
"870","41171-28346","경기도 안양시 만안구 안양동 371번지",7,202009,970.65,939.7573,8,1201000000,6100314949
"871","41171-28347","경기도 안양시 만안구 안양동 371번지",7,202009,133.36,142,1,1100100000,214657432
"872","41171-28347","경기도 안양시 만안구 안양동 371번지",7,202009,190.976,170.865,8,1201000000,6100314506
"873","41171-28348","경기도 안양시 만안구 안양동 371번지",7,202009,146.54,153,1,1100100000,214657664
"874","41171-28348","경기도 안양시 만안구 안양동 371번지",7,202009,761.914,427.1624,8,1201000000,6100315034
"875","41171-28349","경기도 안양시 만안구 안양동 371번지",7,202009,165.935,170,1,1100100000,214657904
"876","41171-28349","경기도 안양시 만안구 안양동 371번지",7,202009,508.086,469.8787,8,1201000000,6100315668
"877","41171-28350","경기도 안양시 만안구 안양동 371번지",7,202009,86.64,88,1,1100100000,242593975
"878","41171-28350","경기도 안양시 만안구 안양동 371번지",7,202009,1173.124,128.1487,8,1201000000,6100315084
"879","41171-28351","경기도 안양시 만안구 안양동 371번지",7,202009,209.54,215,1,1100100000,214657860
"880","41171-28351","경기도 안양시 만안구 안양동 371번지",7,202009,213.728,170.865,8,1201000000,6100315520
"881","41171-28352","경기도 안양시 만안구 안양동 371번지",7,202009,173.215,178,1,1100100000,214657780
"882","41171-28352","경기도 안양시 만안구 안양동 371번지",7,202009,657.002,598.0274,8,1201000000,6100315285
"883","41171-28353","경기도 안양시 만안구 안양동 371번지",7,202009,202.715,209,1,1100100000,214657655
"884","41171-28353","경기도 안양시 만안구 안양동 371번지",7,202009,1201.726,897.0411,8,1201000000,6100315023
"885","41171-28354","경기도 안양시 만안구 안양동 371번지",7,202009,217.115,225,1,1100100000,214657753
"886","41171-28354","경기도 안양시 만안구 안양동 371번지",7,202009,313.664,341.7299,8,1201000000,6100315230
"887","41171-28355","경기도 안양시 만안구 안양동 371번지",7,202009,380.64,398,1,1100100000,214657717
"888","41171-28355","경기도 안양시 만안구 안양동 371번지",7,202009,362.644,299.0137,8,1201000000,6100315114
"889","41171-28356","경기도 안양시 만안구 안양동 371번지",7,202009,308.525,328,1,1100100000,214657842
"890","41171-28356","경기도 안양시 만안구 안양동 371번지",7,202009,1101.79,726.1761,8,1201000000,6100315460
"891","41171-28357","경기도 안양시 만안구 안양동 371번지",7,202009,159.515,161,1,1100100000,214657913
"892","41171-28357","경기도 안양시 만안구 안양동 371번지",7,202009,378.462,384.4462,8,1201000000,6100315719
"893","41171-28358","경기도 안양시 만안구 안양동 371번지",7,202009,282.475,305,1,1100100000,214657879
"894","41171-28358","경기도 안양시 만안구 안양동 371번지",7,202009,423.982,384.4462,8,1201000000,6100315574
"895","41171-28359","경기도 안양시 만안구 안양동 371번지",7,202009,166.925,176,1,1100100000,214657833
"896","41171-28359","경기도 안양시 만안구 안양동 371번지",7,202009,527.378,512.5949,8,1201000000,6100315425
"897","41171-28360","경기도 안양시 만안구 안양동 371번지",7,202009,140.035,141,1,1100100000,242434718
"898","41171-28360","경기도 안양시 만안구 안양동 371번지",7,202009,0,0,8,1201000000,6100315323
"899","41171-28361","경기도 안양시 만안구 안양동 371번지",7,202009,270.615,287,1,1100100000,214657744
"900","41171-28361","경기도 안양시 만안구 안양동 371번지",7,202009,818.274,854.3248,8,1201000000,6100315203
"901","41171-28362","경기도 안양시 만안구 안양동 371번지",7,202009,291.21,308,1,1100100000,214657824
"902","41171-28362","경기도 안양시 만안구 안양동 371번지",7,202009,741.106,683.4599,8,1201000000,6100315401
"903","41171-28363","경기도 안양시 만안구 안양동 371번지",7,202009,145.275,151,1,1100100000,214657762
"904","41171-28363","경기도 안양시 만안구 안양동 371번지",7,202009,444.804,128.1487,8,1201000000,6100315259
"905","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202009,263.04,277,1,1100100000,214657735
"906","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202009,466.026,427.1627,8,1201000000,6100315179
"907","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202009,143.735,140,1,1100100000,214657726
"908","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202009,148.916,128.1487,8,1201000000,6100315145
"909","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202009,176.215,178,1,1100100000,245026010
"910","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202009,64.812,42.7162,8,1201000000,6100315603
"911","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202009,281.6,294,1,1100100000,214657806
"912","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202009,1872.6,1324.203,8,1201000000,6100315348
"913","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202009,205.09,207,1,1100100000,214657851
"914","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202009,550.13,512.5949,8,1201000000,6100315491
"915","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202009,236.875,259,1,1100100000,214657897
"916","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202009,741.106,683.4599,8,1201000000,6100315633
"917","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202009,243.415,257,1,1100100000,214657673
"918","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202009,746.096,341.7299,8,1201000000,6100315057
"919","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202009,304.45,318,1,1100100000,214657815
"920","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202009,1222.948,1196.055,8,1201000000,6100315380
"921","41171-607","경기도 안양시 만안구 안양동 371번지",1,202009,18,18,1,1100100000,200723789
"922","41171-607","경기도 안양시 만안구 안양동 371번지",8,202009,44.765,46,1,1100100000,214657708
"923","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202009,50.015,55,1,1100100000,214657414
"924","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202009,59.365,61,1,1100100000,214657423
"925","41171-9997","경기도 안양시 만안구 안양동 371번지",2,202009,98.465,107,1,1100100000,214657478
"926","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202009,119.115,132,1,1100100000,214657646
"927","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202009,66.985,69,1,1100100000,214657691
"928","41171-28324","경기도 안양시 만안구 안양동 371번지",7,202010,189.5,177,1,1100100000,214657370
"929","41171-28324","경기도 안양시 만안구 안양동 371번지",7,202010,929.129,384.0775,8,1201000000,6100314364
"930","41171-28325","경기도 안양시 만안구 안양동 371번지",7,202010,166.633,157,1,1100100000,214657487
"931","41171-28325","경기도 안양시 만안구 안양동 371번지",7,202010,366.718,384.0775,8,1201000000,6100314612
"932","41171-28326","경기도 안양시 만안구 안양동 371번지",7,202010,193.322,186,1,1100100000,214657566
"933","41171-28326","경기도 안양시 만안구 안양동 371번지",7,202010,4262.353,3157.971,8,1201000000,6100314830
"934","41171-28327","경기도 안양시 만안구 안양동 371번지",7,202010,188.565,181,1,1100100000,214657389
"935","41171-28327","경기도 안양시 만안구 안양동 371번지",7,202010,2166.402,725.4798,8,1201000000,6100314404
"936","41171-28328","경기도 안양시 만안구 안양동 371번지",7,202010,127.997,122,1,1100100000,214657539
"937","41171-28328","경기도 안양시 만안구 안양동 371번지",7,202010,260.097,256.0517,8,1201000000,6100314747
"938","41171-28329","경기도 안양시 만안구 안양동 371번지",7,202010,214.641,206,1,1100100000,214657548
"939","41171-28329","경기도 안양시 만안구 안양동 371번지",7,202010,934.959,597.4539,8,1201000000,6100314764
"940","41171-28330","경기도 안양시 만안구 안양동 371번지",7,202010,97.099,94,1,1100100000,214657469
"941","41171-28330","경기도 안양시 만안구 안양동 371번지",7,202010,90.217,42.6753,8,1201000000,6100314576
"942","41171-28331","경기도 안양시 만안구 안양동 371번지",7,202010,278.065,274,1,1100100000,214657637
"943","41171-28331","경기도 안양시 만안구 안양동 371번지",7,202010,2062.107,853.5056,8,1201000000,6100315014
"944","41171-28332","경기도 안양시 만안구 안양동 371번지",7,202010,153.997,146,1,1100100000,214657619
"945","41171-28332","경기도 안양시 만안구 안양동 371번지",7,202010,407.726,170.7011,8,1201000000,6100314984
"946","41171-28333","경기도 안양시 만안구 안양동 371번지",7,202010,192.867,188,1,1100100000,214657520
"947","41171-28333","경기도 안양시 만안구 안양동 371번지",7,202010,3460.962,2645.867,8,1201000000,6100314716
"948","41171-28334","경기도 안양시 만안구 안양동 371번지",7,202010,156.915,143,1,1100100000,214657593
"949","41171-28334","경기도 안양시 만안구 안양동 371번지",7,202010,1719.946,1024.207,8,1201000000,6100314915
"950","41171-28335","경기도 안양시 만안구 안양동 371번지",7,202010,188.89,183,1,1100100000,214657511
"951","41171-28335","경기도 안양시 만안구 안양동 371번지",7,202010,882.26,384.0775,8,1201000000,6100314689
"952","41171-28336","경기도 안양시 만안구 안양동 371번지",7,202010,51.915,53,1,1100100000,214657405
"953","41171-28336","경기도 안양시 만안구 안양동 371번지",7,202010,571.776,170.7011,8,1201000000,6100314482
"954","41171-28337","경기도 안양시 만안구 안양동 371번지",7,202010,178.435,173,1,1100100000,214657584
"955","41171-28337","경기도 안양시 만안구 안양동 371번지",7,202010,758.057,469.4281,8,1201000000,6100314888
"956","41171-28338","경기도 안양시 만안구 안양동 371번지",7,202010,206.661,199,1,1100100000,214657502
"957","41171-28338","경기도 안양시 만안구 안양동 371번지",7,202010,731.096,512.1034,8,1201000000,6100314663
"958","41171-28339","경기도 안양시 만안구 안양동 371번지",7,202010,188.514,180,1,1100100000,214657398
"959","41171-28339","경기도 안양시 만안구 안양동 371번지",7,202010,417.091,341.4023,8,1201000000,6100314448
"960","41171-28340","경기도 안양시 만안구 안양동 371번지",7,202010,193.585,184,1,1100100000,214657575
"961","41171-28340","경기도 안양시 만안구 안양동 371번지",7,202010,1223.195,512.1034,8,1201000000,6100314865
"962","41171-28341","경기도 안양시 만안구 안양동 371번지",7,202010,215.805,206,1,1100100000,214657496
"963","41171-28341","경기도 안양시 만안구 안양동 371번지",7,202010,1994.121,1109.557,8,1201000000,6100314645
"964","41171-28342","경기도 안양시 만안구 안양동 371번지",7,202010,274.215,271,1,1100100000,214657557
"965","41171-28342","경기도 안양시 만안구 안양동 371번지",7,202010,3885.092,2901.919,8,1201000000,6100314802
"966","41171-28343","경기도 안양시 만안구 안양동 371번지",7,202010,111.339,109,1,1100100000,214657628
"967","41171-28343","경기도 안양시 만안구 안양동 371번지",7,202010,818.987,298.727,8,1201000000,6100315004
"968","41171-28344","경기도 안양시 만안구 안양동 371번지",7,202010,190.212,47,1,1100100000,214657450
"969","41171-28344","경기도 안양시 만안구 안양동 371번지",7,202010,528.476,128.0318,8,1201000000,6100314551
"970","41171-28345","경기도 안양시 만안구 안양동 371번지",7,202010,247.785,233,1,1100100000,214657441
"971","41171-28345","경기도 안양시 만안구 안양동 371번지",7,202010,1382.515,853.5056,8,1201000000,6100314529
"972","41171-28346","경기도 안양시 만안구 안양동 371번지",7,202010,379.599,361,1,1100100000,214657600
"973","41171-28346","경기도 안양시 만안구 안양동 371번지",7,202010,1227.847,1024.207,8,1201000000,6100314949
"974","41171-28347","경기도 안양시 만안구 안양동 371번지",7,202010,118.367,113,1,1100100000,214657432
"975","41171-28347","경기도 안양시 만안구 안양동 371번지",7,202010,591.698,213.3764,8,1201000000,6100314506
"976","41171-28348","경기도 안양시 만안구 안양동 371번지",7,202010,143.113,139,1,1100100000,214657664
"977","41171-28348","경기도 안양시 만안구 안양동 371번지",7,202010,2958.428,1066.882,8,1201000000,6100315034
"978","41171-28349","경기도 안양시 만안구 안양동 371번지",7,202010,184.435,173,1,1100100000,214657904
"979","41171-28349","경기도 안양시 만안구 안양동 371번지",7,202010,774.444,554.7787,8,1201000000,6100315668
"980","41171-28350","경기도 안양시 만안구 안양동 371번지",7,202010,102.325,94,1,1100100000,242593975
"981","41171-28350","경기도 안양시 만안구 안양동 371번지",7,202010,2335.009,2091.089,8,1201000000,6100315084
"982","41171-28351","경기도 안양시 만안구 안양동 371번지",7,202010,224.565,217,1,1100100000,214657860
"983","41171-28351","경기도 안양시 만안구 안양동 371번지",7,202010,1267.738,256.0517,8,1201000000,6100315520
"984","41171-28352","경기도 안양시 만안구 안양동 371번지",7,202010,188.387,178,1,1100100000,214657780
"985","41171-28352","경기도 안양시 만안구 안양동 371번지",7,202010,854.104,725.4798,8,1201000000,6100315285
"986","41171-28353","경기도 안양시 만안구 안양동 371번지",7,202010,214.763,205,1,1100100000,214657655
"987","41171-28353","경기도 안양시 만안구 안양동 371번지",7,202010,1868.723,1493.635,8,1201000000,6100315023
"988","41171-28354","경기도 안양시 만안구 안양동 371번지",7,202010,237.743,214,1,1100100000,214657753
"989","41171-28354","경기도 안양시 만안구 안양동 371번지",7,202010,444.052,298.727,8,1201000000,6100315230
"990","41171-28355","경기도 안양시 만안구 안양동 371번지",7,202010,374.585,358,1,1100100000,214657717
"991","41171-28355","경기도 안양시 만안구 안양동 371번지",7,202010,1488.005,426.7528,8,1201000000,6100315114
"992","41171-28356","경기도 안양시 만안구 안양동 371번지",7,202010,272.836,264,1,1100100000,214657842
"993","41171-28356","경기도 안양시 만안구 안양동 371번지",7,202010,2458.081,1450.96,8,1201000000,6100315460
"994","41171-28357","경기도 안양시 만안구 안양동 371번지",7,202010,187.811,178,1,1100100000,214657913
"995","41171-28357","경기도 안양시 만안구 안양동 371번지",7,202010,554.177,384.0775,8,1201000000,6100315719
"996","41171-28358","경기도 안양시 만안구 안양동 371번지",7,202010,226.822,219,1,1100100000,214657879
"997","41171-28358","경기도 안양시 만안구 안양동 371번지",7,202010,1625.108,469.4281,8,1201000000,6100315574
"998","41171-28359","경기도 안양시 만안구 안양동 371번지",7,202010,155,150,1,1100100000,214657833
"999","41171-28359","경기도 안양시 만안구 안양동 371번지",7,202010,586.968,554.7787,8,1201000000,6100315425
"1000","41171-28360","경기도 안양시 만안구 안양동 371번지",7,202010,166.901,158,1,1100100000,242434718
"1001","41171-28360","경기도 안양시 만안구 안양동 371번지",7,202010,492.116,0,8,1201000000,6100315323
"1002","41171-28361","경기도 안양시 만안구 안양동 371번지",7,202010,244.215,235,1,1100100000,214657744
"1003","41171-28361","경기도 안양시 만안구 안양동 371번지",7,202010,1198.574,810.8304,8,1201000000,6100315203
"1004","41171-28362","경기도 안양시 만안구 안양동 371번지",7,202010,263.723,257,1,1100100000,214657824
"1005","41171-28362","경기도 안양시 만안구 안양동 371번지",7,202010,1268.869,810.8304,8,1201000000,6100315401
"1006","41171-28363","경기도 안양시 만안구 안양동 371번지",7,202010,145.178,141,1,1100100000,214657762
"1007","41171-28363","경기도 안양시 만안구 안양동 371번지",7,202010,2096.09,725.4798,8,1201000000,6100315259
"1008","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202010,244.777,238,1,1100100000,214657735
"1009","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202010,1129.457,512.1034,8,1201000000,6100315179
"1010","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202010,202.175,185,1,1100100000,214657726
"1011","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202010,384.3,170.7011,8,1201000000,6100315145
"1012","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202010,207.647,196,1,1100100000,245026010
"1013","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202010,649.11,85.3506,8,1201000000,6100315603
"1014","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202010,274.76,267,1,1100100000,214657806
"1015","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202010,3505.505,2389.816,8,1201000000,6100315348
"1016","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202010,237.859,229,1,1100100000,214657851
"1017","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202010,630.319,597.4539,8,1201000000,6100315491
"1018","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202010,171.356,168,1,1100100000,214657897
"1019","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202010,1292.312,810.8304,8,1201000000,6100315633
"1020","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202010,224.763,217,1,1100100000,214657673
"1021","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202010,1619.186,1109.557,8,1201000000,6100315057
"1022","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202010,295.548,288,1,1100100000,214657815
"1023","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202010,1605.108,1280.259,8,1201000000,6100315380
"1024","41171-607","경기도 안양시 만안구 안양동 371번지",1,202010,18.011,18,1,1100100000,200723789
"1025","41171-607","경기도 안양시 만안구 안양동 371번지",8,202010,48.003,46,1,1100100000,214657708
"1026","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202010,36.263,34,1,1100100000,214657414
"1027","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202010,62.633,61,1,1100100000,214657423
"1028","41171-9997","경기도 안양시 만안구 안양동 371번지",2,202010,79.407,73,1,1100100000,214657478
"1029","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202010,83.455,76,1,1100100000,214657646
"1030","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202010,69.839,68,1,1100100000,214657691
"1031","41171-28324","경기도 안양시 만안구 안양동 371번지",7,202011,212.335,217,1,1100100000,214657370
"1032","41171-28324","경기도 안양시 만안구 안양동 371번지",7,202011,2985.938,1367.431,8,1201000000,6100314364
"1033","41171-28325","경기도 안양시 만안구 안양동 371번지",7,202011,182.2,185,1,1100100000,214657487
"1034","41171-28325","경기도 안양시 만안구 안양동 371번지",7,202011,382.12,341.8578,8,1201000000,6100314612
"1035","41171-28326","경기도 안양시 만안구 안양동 371번지",7,202011,195.51,198,1,1100100000,214657566
"1036","41171-28326","경기도 안양시 만안구 안양동 371번지",7,202011,6122.374,5085.135,8,1201000000,6100314830
"1037","41171-28327","경기도 안양시 만안구 안양동 371번지",7,202011,205.085,195,1,1100100000,214657389
